,env,obs_error,rew_error
0,halfcheetah-medium-v2,0.4367949464295996,0.18763198253333863
1,halfcheetah-medium-replay-v2,0.4105317795893199,0.09990718537171188
2,halfcheetah-medium-expert-v2,1.5729242570221926,2.777782508685173
3,walker2d-medium-v2,0.7490330731205239,0.1395112375886557
4,walker2d-medium-replay-v2,0.4663807807712497,0.08923114706164612
5,walker2d-medium-expert-v2,1.6564502614884706,4.774068020013811
6,hopper-medium-v2,0.07273247174311698,0.0567338589410733
7,hopper-medium-replay-v2,0.07689607879659272,0.028222370760873538
8,hopper-medium-expert-v2,0.07146233671279997,0.09796714954029934
